epoch,loss,ce_loss,physics_loss,model
33,0.28823582389775443,0.28823582389775443,0.4812607519766864,Standard NN
34,0.29466650766484875,0.29466650766484875,0.48545777447083416,Standard NN
35,0.2874278969624463,0.2874278969624463,0.5134324922281153,Standard NN
36,0.2848220485098222,0.2848220485098222,0.4581214189529419,Standard NN
37,0.29064201519769783,0.29064201519769783,0.4849073851809782,Standard NN
38,0.28308938969584074,0.28308938969584074,0.48189304681385264,Standard NN
39,0.272093967479818,0.272093967479818,0.49856016215156107,Standard NN
40,0.2753663133172428,0.2753663133172428,0.4763366895563462,Standard NN
41,0.2794995711130254,0.2794995711130254,0.48412450446802024,Standard NN
42,0.2721799524391399,0.2721799524391399,0.4918963628656724,Standard NN
43,0.2734842282884261,0.2734842282884261,0.46251876564586863,Standard NN
44,0.2733102879103492,0.2733102879103492,0.5110337629037744,Standard NN
45,0.2789253566194983,0.2789253566194983,0.4646417358342339,Standard NN
46,0.27966150729095235,0.27966150729095235,0.5081897377967834,Standard NN
47,0.27135150397525115,0.27135150397525115,0.5101494526161867,Standard NN
48,0.2688845737892039,0.2688845737892039,0.46086954719880047,Standard NN
49,0.2750934888334835,0.2750934888334835,0.5183728758026572,Standard NN
50,0.24967774748802185,0.24967774748802185,0.5120336974368376,Standard NN
51,0.25346672710250406,0.25346672710250406,0.4382287772262798,Standard NN
52,0.2665705523070167,0.2665705523070167,0.5443863693405601,Standard NN
53,0.2636409226585837,0.2636409226585837,0.4724719769814435,Standard NN
54,0.24324581377646504,0.24324581377646504,0.4848191597882439,Standard NN
55,0.2646454975885503,0.2646454975885503,0.5226276587037479,Standard NN
56,0.24788063238648808,0.24788063238648808,0.47881848321241494,Standard NN
57,0.2564949814011069,0.2564949814011069,0.4958820237832911,Standard NN
58,0.24853351865621173,0.24853351865621173,0.4816351655651541,Standard NN
59,0.2530955961521934,0.2530955961521934,0.47911873985739317,Standard NN
60,0.24180425966487212,0.24180425966487212,0.5130779217271244,Standard NN
61,0.2469580120900098,0.2469580120900098,0.4871952954460593,Standard NN
62,0.23563755435102127,0.23563755435102127,0.4853598019656013,Standard NN
63,0.22774233011638417,0.22774233011638417,0.5023565713097068,Standard NN
64,0.23738618107403026,0.23738618107403026,0.4562894403934479,Standard NN
65,0.24766393531771266,0.24766393531771266,0.5154518134453717,Standard NN
66,0.23464434374781215,0.23464434374781215,0.5030428486711839,Standard NN
67,0.23364334991749594,0.23364334991749594,0.4830305365955128,Standard NN
68,0.223586429567898,0.223586429567898,0.5237673626226538,Standard NN
69,0.22800247721812306,0.22800247721812306,0.49853531753315644,Standard NN
70,0.21700019959141226,0.21700019959141226,0.509472098420648,Standard NN
71,0.23191202125128577,0.23191202125128577,0.5057664162972394,Standard NN
72,0.22461704822147593,0.22461704822147593,0.5024616788415348,Standard NN
73,0.21390654497286854,0.21390654497286854,0.5135672074906966,Standard NN
74,0.22265747255262205,0.22265747255262205,0.4924221845234142,Standard NN
75,0.2183587182970608,0.2183587182970608,0.5170403122901917,Standard NN
76,0.21209985719007604,0.21209985719007604,0.5048441746655632,Standard NN
77,0.22092775167787776,0.22092775167787776,0.4939921060029198,Standard NN
78,0.2053614995058845,0.2053614995058845,0.49592531078002033,Standard NN
79,0.21078747817698648,0.21078747817698648,0.5254792746375588,Standard NN
80,0.20843445904114666,0.20843445904114666,0.5061360597610474,Standard NN
81,0.21956673702772925,0.21956673702772925,0.4809827155926648,Standard NN
82,0.21175043197239146,0.21175043197239146,0.5326793141224805,Standard NN
83,0.20175194214372075,0.20175194214372075,0.5096587924396291,Standard NN
84,0.1986038080033134,0.1986038080033134,0.4990941303617814,Standard NN
85,0.19698084233438268,0.19698084233438268,0.5123904347419739,Standard NN
86,0.2117281757733401,0.2117281757733401,0.530836680356194,Standard NN
87,0.19538380117977366,0.19538380117977366,0.5056105185957516,Standard NN
88,0.2022267939413295,0.2022267939413295,0.5062517909442678,Standard NN
89,0.20247142192195444,0.20247142192195444,0.5319888767074136,Standard NN
90,0.19851204665268168,0.19851204665268168,0.4940732577267815,Standard NN
91,0.20540977137930252,0.20540977137930252,0.5430320571450626,Standard NN
92,0.20263022534987507,0.20263022534987507,0.5171106966102824,Standard NN
93,0.1994001676931101,0.1994001676931101,0.5088111425147337,Standard NN
94,0.19168923006338232,0.19168923006338232,0.5196608304977417,Standard NN
95,0.1991007661118227,0.1991007661118227,0.5240397137754104,Standard NN
96,0.18754015074056737,0.18754015074056737,0.5078023672103882,Standard NN
97,0.18952444020439596,0.18952444020439596,0.5234835516004002,Standard NN
98,0.18818443005575852,0.18818443005575852,0.515472387566286,Standard NN
99,0.1911044708069633,0.1911044708069633,0.5268039808553808,Standard NN
100,0.19159264862537384,0.19159264862537384,0.5272348680916954,Standard NN
101,0.19418579646769693,0.19418579646769693,0.5390781409600202,Standard NN
102,0.19043722310486963,0.19043722310486963,0.5205335582003874,Standard NN
103,0.18500256669871948,0.18500256669871948,0.5199979298255023,Standard NN
104,0.19743292559595668,0.19743292559595668,0.511731380925459,Standard NN
105,0.1819008303915753,0.1819008303915753,0.5316642627996557,Standard NN
106,0.1825820952653885,0.1825820952653885,0.5170343237764695,Standard NN
107,0.17577151121462092,0.17577151121462092,0.5340202643590815,Standard NN
108,0.17899102323195515,0.17899102323195515,0.5427889333051794,Standard NN
109,0.1969387226683252,0.1969387226683252,0.5312732142560622,Standard NN
110,0.1870983098359669,0.1870983098359669,0.5152126655859106,Standard NN
111,0.19126595644389882,0.19126595644389882,0.544136652175118,Standard NN
112,0.17959852078381708,0.17959852078381708,0.5244967166115256,Standard NN
113,0.18133165555841782,0.18133165555841782,0.507808085750131,Standard NN
114,0.19969499812406652,0.19969499812406652,0.5014099934521843,Standard NN
115,0.18183292974443996,0.18183292974443996,0.5389545673833174,Standard NN
116,0.18069920732694514,0.18069920732694514,0.5196024056743173,Standard NN
117,0.184920072555542,0.184920072555542,0.5263727079419529,Standard NN
118,0.18107482177369735,0.18107482177369735,0.5363341640023624,Standard NN
119,0.18079150073668537,0.18079150073668537,0.5206234630416421,Standard NN
120,0.1792995728114072,0.1792995728114072,0.5298618113293367,Standard NN
121,0.1824604737408021,0.1824604737408021,0.5335245483061847,Standard NN
122,0.1767298500327503,0.1767298500327503,0.5305290537721971,Standard NN
123,0.1820960654055371,0.1820960654055371,0.5207519075449776,Standard NN
124,0.1836635873598211,0.1836635873598211,0.5291552368332358,Standard NN
125,0.17894319576375625,0.17894319576375625,0.5377164903809043,Standard NN
126,0.18198952078819275,0.18198952078819275,0.5373988922904519,Standard NN
127,0.17300939165494023,0.17300939165494023,0.5194541461327497,Standard NN
128,0.1874313069617047,0.1874313069617047,0.5347896568915423,Standard NN
129,0.18805314030717402,0.18805314030717402,0.5349605118527132,Standard NN
130,0.17942448398646185,0.17942448398646185,0.5321128210600685,Standard NN
131,0.17064007590798771,0.17064007590798771,0.5194522107348722,Standard NN
132,0.17974763144465053,0.17974763144465053,0.5266246304792517,Standard NN
133,0.1778705028050086,0.1778705028050086,0.5326772928237915,Standard NN
134,0.18416280781521516,0.18416280781521516,0.5218264320317436,Standard NN
135,0.17739743958501256,0.17739743958501256,0.5265746607499964,Standard NN
136,0.18705341800609054,0.18705341800609054,0.5362500092562508,Standard NN
137,0.1741168275475502,0.1741168275475502,0.5249282717704773,Standard NN
138,0.18392476176514344,0.18392476176514344,0.5144569067394033,Standard NN
139,0.18476274521911845,0.18476274521911845,0.5330173285568461,Standard NN
140,0.1808056287905749,0.1808056287905749,0.5184118554872625,Standard NN
141,0.1787736713886261,0.1787736713886261,0.5235266054377836,Standard NN
142,0.17776503238607855,0.17776503238607855,0.5243079995407778,Standard NN
143,0.17386675143943114,0.17386675143943114,0.5363222115180072,Standard NN
144,0.17998571255627802,0.17998571255627802,0.5264523239696727,Standard NN
145,0.1693420221700388,0.1693420221700388,0.5409345153500053,Standard NN
146,0.1782175552319078,0.1782175552319078,0.5352897679104525,Standard NN
147,0.18440099674112656,0.18440099674112656,0.5172218119396883,Standard NN
148,0.17425373130861452,0.17425373130861452,0.535251796245575,Standard NN
149,0.18368342431152568,0.18368342431152568,0.5276273734429303,Standard NN
150,0.18121640559505015,0.18121640559505015,0.5329733175389907,Standard NN
151,0.17703932348419638,0.17703932348419638,0.5333571469082552,Standard NN
152,0.18273229546406689,0.18273229546406689,0.528434627196368,Standard NN
153,0.18139563018784804,0.18139563018784804,0.5337443106314715,Standard NN
154,0.17257618597325156,0.17257618597325156,0.536580436369952,Standard NN
155,0.18083972965969758,0.18083972965969758,0.5322353524320266,Standard NN
156,0.17746762909433422,0.17746762909433422,0.5289724960046656,Standard NN
157,0.17469228760284536,0.17469228760284536,0.5352569222450256,Standard NN
158,0.17985977670725653,0.17985977670725653,0.5340944914256825,Standard NN
159,0.1784764732069829,0.1784764732069829,0.5220253677929149,Standard NN
160,0.17608911434517188,0.17608911434517188,0.5345012019662296,Standard NN
161,0.17089718821294167,0.17089718821294167,0.53837269895217,Standard NN
162,0.17572144199820125,0.17572144199820125,0.5195917381959803,Standard NN
163,0.17228389279369047,0.17228389279369047,0.524998771793702,Standard NN
164,0.17335712602909872,0.17335712602909872,0.544193800757913,Standard NN
165,0.17272517523344824,0.17272517523344824,0.5331179324318381,Standard NN
166,0.17776857097359264,0.17776857097359264,0.542456286794999,Standard NN
167,0.18167872332474766,0.18167872332474766,0.5416028657380272,Standard NN
168,0.1774998202043421,0.1774998202043421,0.5246298453387093,Standard NN
169,0.18676282991381252,0.18676282991381252,0.5423320566906649,Standard NN
170,0.18082266958320842,0.18082266958320842,0.5408146276193506,Standard NN
171,0.17470810080275817,0.17470810080275817,0.5186246651060441,Standard NN
172,0.17189056119498083,0.17189056119498083,0.5128204962786507,Standard NN
173,0.17641227385577032,0.17641227385577032,0.5284426983665017,Standard NN
174,0.17715973801472606,0.17715973801472606,0.5492853907977834,Standard NN
175,0.17743191210662618,0.17743191210662618,0.534695095875684,Standard NN
176,0.1736672134960399,0.1736672134960399,0.5284872545915491,Standard NN
177,0.17438198187771967,0.17438198187771967,0.5287410581813139,Standard NN
178,0.1837441614445518,0.1837441614445518,0.5418979420381433,Standard NN
179,0.17353169400902355,0.17353169400902355,0.5362486383494209,Standard NN
180,0.17123820501215317,0.17123820501215317,0.5404256827691022,Standard NN
181,0.17189303785562515,0.17189303785562515,0.5368327849051532,Standard NN
182,0.17253745654050043,0.17253745654050043,0.5260257843662711,Standard NN
183,0.17669970805154128,0.17669970805154128,0.5270003851722268,Standard NN
184,0.17989016981685862,0.17989016981685862,0.5373200213207918,Standard NN
185,0.17614488873411627,0.17614488873411627,0.5307457832729116,Standard NN
186,0.17609406832386465,0.17609406832386465,0.5250220754567314,Standard NN
187,0.1777476190644152,0.1777476190644152,0.5295014837208916,Standard NN
188,0.18253405611304677,0.18253405611304677,0.5273991157026852,Standard NN
189,0.17817990657161265,0.17817990657161265,0.5155203938484192,Standard NN
190,0.1657013805473552,0.1657013805473552,0.5283020454294541,Standard NN
191,0.17260037800844977,0.17260037800844977,0.542424573617823,Standard NN
192,0.1739213799729067,0.1739213799729067,0.5424967022503123,Standard NN
193,0.18177233548725352,0.18177233548725352,0.5399470118915334,Standard NN
194,0.17952912651440678,0.17952912651440678,0.5316350915852714,Standard NN
195,0.17232669451657465,0.17232669451657465,0.5244441418086782,Standard NN
196,0.17436885658432455,0.17436885658432455,0.5280358019997092,Standard NN
197,0.17337988141705007,0.17337988141705007,0.5271428437793956,Standard NN
198,0.171316955019446,0.171316955019446,0.5236087020705728,Standard NN
199,0.17834595459349015,0.17834595459349015,0.5361525100820205,Standard NN
200,0.18460430906099431,0.18460430906099431,0.556716007344863,Standard NN
201,0.17356430958299077,0.17356430958299077,0.535159987561843,Standard NN
202,0.1697676164262435,0.1697676164262435,0.5204039987395791,Standard NN
203,0.16987893511267269,0.16987893511267269,0.5289066398844999,Standard NN
204,0.17260879190529094,0.17260879190529094,0.5268789284369525,Standard NN
205,0.18015606131623774,0.18015606131623774,0.5258112935458913,Standard NN
206,0.17490346116178176,0.17490346116178176,0.5369553338078892,Standard NN
207,0.17053220640210545,0.17053220640210545,0.5478789631058189,Standard NN
208,0.18097715079784393,0.18097715079784393,0.5466109093497781,Standard NN
209,0.1725304941920673,0.1725304941920673,0.5321992968811708,Standard NN
210,0.17914209646337173,0.17914209646337173,0.5303560407722697,Standard NN
211,0.1704209245303098,0.1704209245303098,0.5378564403337591,Standard NN
212,0.1755433807916501,0.1755433807916501,0.5324486634310555,Standard NN
213,0.1788115703007754,0.1788115703007754,0.5292307138442993,Standard NN
214,0.17602676065529094,0.17602676065529094,0.5264260067659265,Standard NN
215,0.17962956165566163,0.17962956165566163,0.5207396044450647,Standard NN
216,0.17497901618480682,0.17497901618480682,0.536490121308495,Standard NN
217,0.1778519464766278,0.1778519464766278,0.5307867684785057,Standard NN
218,0.17232102243339315,0.17232102243339315,0.5335023087613723,Standard NN
219,0.17484566656982198,0.17484566656982198,0.5235115815611446,Standard NN
220,0.17105435908717267,0.17105435908717267,0.5357358315411735,Standard NN
221,0.17793470577282064,0.17793470577282064,0.5526075152789846,Standard NN
222,0.1798980985494221,0.1798980985494221,0.5364055142683142,Standard NN
223,0.17176476164775736,0.17176476164775736,0.5224647855057436,Standard NN
224,0.1713426823125166,0.1713426823125166,0.5287458581082961,Standard NN
225,0.17902113321949453,0.17902113321949453,0.5388053760809057,Standard NN
226,0.17141199550207922,0.17141199550207922,0.5350503325462341,Standard NN
227,0.17809717663947275,0.17809717663947275,0.5284335788558511,Standard NN
228,0.17270332268055746,0.17270332268055746,0.53340464479783,Standard NN
229,0.17421370131127975,0.17421370131127975,0.5273122366736916,Standard NN
230,0.1786482158829184,0.1786482158829184,0.5326269304051119,Standard NN
231,0.17898843963356578,0.17898843963356578,0.5389443039894104,Standard NN
232,0.17180359538863688,0.17180359538863688,0.5264821368105271,Standard NN
233,0.17948108122629278,0.17948108122629278,0.5383127051241258,Standard NN
234,0.17354818565004013,0.17354818565004013,0.531263926449944,Standard NN
235,0.17401021806632772,0.17401021806632772,0.5239502507097581,Standard NN
236,0.17350055102039785,0.17350055102039785,0.5267919968156254,Standard NN
237,0.1696966356214355,0.1696966356214355,0.5292620956897736,Standard NN
238,0.16758151440059438,0.16758151440059438,0.530184970182531,Standard NN
239,0.16735109248582056,0.16735109248582056,0.5346344884704141,Standard NN
240,0.17158877279828577,0.17158877279828577,0.5284687666332021,Standard NN
241,0.17327777953708873,0.17327777953708873,0.5451188613386715,Standard NN
242,0.17378774789326332,0.17378774789326332,0.5366374850273132,Standard NN
243,0.1698364076368949,0.1698364076368949,0.533429790945614,Standard NN
244,0.17419014520504894,0.17419014520504894,0.5374802876921261,Standard NN
245,0.1696992805775474,0.1696992805775474,0.5384899798561545,Standard NN
246,0.1708122176282546,0.1708122176282546,0.5364754427881802,Standard NN
247,0.17970201899023616,0.17970201899023616,0.5437027496450088,Standard NN
248,0.17626740038394928,0.17626740038394928,0.5216971144956701,Standard NN
249,0.17476358374252038,0.17476358374252038,0.5223781676853404,Standard NN
250,0.17607137977200396,0.17607137977200396,0.5315955491626964,Standard NN
1,1.112693933879628,1.0480679378790014,0.32312991338617664,Physics-informed NN
2,0.9910417164073271,0.9281064201803768,0.3146764653570512,Physics-informed NN
3,0.8835121954188627,0.8199573790325838,0.31777411173371706,Physics-informed NN
4,0.7844579921049231,0.718265901593601,0.3309604385319878,Physics-informed NN
5,0.7004299409249249,0.6311687651802512,0.34630586119259105,Physics-informed NN
6,0.6239946309257957,0.5506202175336725,0.3668720897506265,Physics-informed NN
7,0.570788290570764,0.4924733182963203,0.39157487013760733,Physics-informed NN
8,0.5303869142251856,0.4461921979399288,0.4209735779201283,Physics-informed NN
9,0.49282990834292245,0.40679313330089345,0.43018391027170066,Physics-informed NN
10,0.46378612518310547,0.3812551901620977,0.41265469789505005,Physics-informed NN
11,0.45440656297347126,0.3717288900824154,0.41338832764064565,Physics-informed NN
12,0.44529666970757875,0.35896829647176404,0.4316418451421401,Physics-informed NN
13,0.43383538372376385,0.34733516503782835,0.43250107063966636,Physics-informed NN
14,0.43100256779614615,0.3440166571561028,0.43492954092867236,Physics-informed NN
15,0.41794396498624015,0.33511460703961987,0.4141467932392569,Physics-informed NN
16,0.41907433551900525,0.33016250764622407,0.44455912183312807,Physics-informed NN
17,0.4182413150282467,0.3313158838187947,0.43462710696108203,Physics-informed NN
18,0.4119085844825296,0.3271488950533025,0.42379842610920176,Physics-informed NN
19,0.4201112372033736,0.32991452778086944,0.4509835173101986,Physics-informed NN
20,0.42164767402059894,0.3362662459121031,0.42690712914747353,Physics-informed NN
21,0.4024494220228756,0.31331732869148254,0.44566043159540963,Physics-informed NN
22,0.39875777328715606,0.3137028103365618,0.4252748051110436,Physics-informed NN
23,0.38771890542086435,0.3048303881112267,0.4144425953135771,Physics-informed NN
24,0.4013475039426018,0.30729762596242566,0.47024937237010284,Physics-informed NN
25,0.40279583194676566,0.313429841223885,0.44682996413286996,Physics-informed NN
26,0.39176217247458067,0.30376222116105694,0.4399997451726128,Physics-informed NN
27,0.3884450284873738,0.3004733955158907,0.43985815609202666,Physics-informed NN
28,0.39123257118112903,0.30294126798124876,0.44145647392553444,Physics-informed NN
29,0.3805377623614143,0.29287304948357973,0.43832357227802277,Physics-informed NN
30,0.39095010301646066,0.2990590141100042,0.4594554340138155,Physics-informed NN
31,0.38524895029909473,0.30131252110004425,0.41968214862486897,Physics-informed NN
32,0.3844846837660846,0.28649552692385283,0.48994576755691976,Physics-informed NN
33,0.3816156334736768,0.29393772342625785,0.43838955023709464,Physics-informed NN
34,0.3823824875495013,0.2907560257350697,0.4581323055660023,Physics-informed NN
35,0.3752895944258746,0.2802472254809211,0.47521182719398947,Physics-informed NN
36,0.37781890525537376,0.29455331493826475,0.41632791477091174,Physics-informed NN
37,0.3822367541930255,0.2919592173660503,0.4513876718633315,Physics-informed NN
38,0.37431494628681855,0.2854771280989927,0.444189075161429,Physics-informed NN
39,0.3640991905156304,0.2707727902075824,0.4666319910217734,Physics-informed NN
40,0.36498576227356405,0.2762312573545119,0.4437725228421828,Physics-informed NN
41,0.3679559984627892,0.2787029567886801,0.4462651838274563,Physics-informed NN
42,0.3642709062379949,0.27343689343508554,0.45417003070606904,Physics-informed NN
43,0.36193958801381726,0.2755446276243995,0.43197479318169985,Physics-informed NN
44,0.3656073668423821,0.2700333437498878,0.4778701066970825,Physics-informed NN
45,0.37081146064926596,0.2855275255792281,0.4264196788563448,Physics-informed NN
46,0.3688352809232824,0.27383384634466734,0.47500712030074177,Physics-informed NN
47,0.3635639776201809,0.26863250662298765,0.4746573812821332,Physics-informed NN
48,0.3590852232540355,0.27432046567692475,0.4238237896386315,Physics-informed NN
49,0.3649718358236201,0.2678944661336787,0.4853868537089404,Physics-informed NN
50,0.34295933036243215,0.24872117708711064,0.47119075761121865,Physics-informed NN
51,0.3451196796753827,0.26342011812855215,0.40849780335145836,Physics-informed NN
52,0.35982268873383016,0.25716475441175346,0.5132896689807668,Physics-informed NN
53,0.35440198814167695,0.26720522607074065,0.4359838050954482,Physics-informed NN
54,0.3335646233137916,0.24299587572322173,0.45284370464437146,Physics-informed NN
55,0.35376136092578664,0.25707293959224925,0.4834420926430646,Physics-informed NN
56,0.33941374105565686,0.25202977131394777,0.43691983468392315,Physics-informed NN
57,0.3465995262650883,0.25240521571215463,0.4709715387400459,Physics-informed NN
58,0.33995231109506946,0.2504272165105623,0.4476254599935868,Physics-informed NN
59,0.34589646844302907,0.25592861105414,0.44983925714212303,Physics-informed NN
60,0.3362164707744823,0.241973876953125,0.4712129691067864,Physics-informed NN
61,0.33636898152968464,0.24536476415746353,0.45502104128108306,Physics-informed NN
62,0.32561203662086935,0.23418080280808842,0.457156183088527,Physics-informed NN
63,0.3229739841292886,0.22975463025710163,0.46609676585477944,Physics-informed NN
64,0.3292049818179187,0.243685881004614,0.42759549267151775,Physics-informed NN
65,0.33366309369311614,0.23751946319552028,0.48071812356219573,Physics-informed NN
66,0.3263910956242505,0.2351415902376175,0.45624751553815956,Physics-informed NN
67,0.325551359092488,0.232981335152598,0.46285009033539715,Physics-informed NN
68,0.3126260708360111,0.21517453298849218,0.4872576839783612,Physics-informed NN
69,0.3169032072319704,0.22364464402198792,0.4662927844945122,Physics-informed NN
70,0.3106410976718454,0.21425795555114746,0.4819156930727117,Physics-informed NN
71,0.32560283471556273,0.23088296634309433,0.47359935325734753,Physics-informed NN
72,0.3181093843544231,0.22392764358836062,0.47090869966675253,Physics-informed NN
73,0.3068614987766041,0.20817139657104716,0.4934504961266237,Physics-informed NN
74,0.32104385688024406,0.22978701639701338,0.456284200443941,Physics-informed NN
75,0.3118972006966086,0.2137589437120101,0.49069130245377035,Physics-informed NN
76,0.30736511069185596,0.21291294693946838,0.47226080473731546,Physics-informed NN
77,0.31477219304617715,0.22196880465044694,0.4640169073553646,Physics-informed NN
78,0.304861654253567,0.21217378886306987,0.46343933484133554,Physics-informed NN
79,0.3050975370056489,0.20590110824388616,0.4959821140064913,Physics-informed NN
80,0.30328376854167266,0.20784525310291962,0.47719258771223183,Physics-informed NN
81,0.31584733549286337,0.22601049524896286,0.44918418281218586,Physics-informed NN
82,0.3069552446112913,0.20765020216212554,0.49652522276429567,Physics-informed NN
83,0.29921044672236724,0.2034150589914883,0.4789769263828502,Physics-informed NN
84,0.29418546837918896,0.20085800219984615,0.4666373361559475,Physics-informed NN
85,0.29356741554596844,0.19780588456813028,0.47880765620399923,Physics-informed NN
86,0.30836405648904686,0.2076945374993717,0.5033475721583647,Physics-informed NN
87,0.29372577281559215,0.1994541585445404,0.471358060836792,Physics-informed NN
88,0.2961562065517201,0.19930638767340603,0.4842490729163675,Physics-informed NN
89,0.29836633626152487,0.19860300158753114,0.4988166812588187,Physics-informed NN
90,0.29560768954894123,0.20374365063274608,0.45932017705019784,Physics-informed NN
91,0.30221495382926045,0.19968040725764105,0.5126727223396301,Physics-informed NN
92,0.3009604224387337,0.20249869455309474,0.4923086481935838,Physics-informed NN
93,0.29782144812976613,0.20237237215042114,0.4772453536005581,Physics-informed NN
94,0.28975891190416675,0.19205460741239436,0.4885215005453895,Physics-informed NN
95,0.295786275583155,0.19932971587952444,0.4822827787960277,Physics-informed NN
96,0.2888303749701556,0.1945908727014766,0.4711974964422338,Physics-informed NN
97,0.28993452296537514,0.1897427045247134,0.5009590913267696,Physics-informed NN
98,0.28929613793597503,0.19252438755596385,0.48385876066544475,Physics-informed NN
99,0.2897338989902945,0.18952921997098363,0.5010233977261711,Physics-informed NN
100,0.2915143195320578,0.19218239363502054,0.49665962422595306,Physics-informed NN
101,0.2944074562367271,0.19377613462069454,0.5031566251726711,Physics-informed NN
102,0.28599222442683053,0.18850702748579137,0.48742597593980674,Physics-informed NN
103,0.28463170020019307,0.18852467484333935,0.4805351337965797,Physics-informed NN
104,0.2961517414625953,0.20029475057826324,0.4792849123477936,Physics-informed NN
105,0.28404534388990965,0.18431181241484249,0.4986676345853245,Physics-informed NN
106,0.2829652428627014,0.18449064475648544,0.4923730106914745,Physics-informed NN
107,0.2819625822936787,0.18232540873920217,0.4981858555008383,Physics-informed NN
108,0.2814777335699867,0.17768335254753337,0.5189718814457164,Physics-informed NN
109,0.29843905042199526,0.19841128368588054,0.5001388402546153,Physics-informed NN
110,0.28861188187318687,0.1928850175703273,0.4786343118723701,Physics-informed NN
111,0.29395781019154715,0.19035965730162227,0.5179907469188466,Physics-informed NN
112,0.2834027129061082,0.18343876915819504,0.49981969594955444,Physics-informed NN
113,0.28520114982829375,0.18967003682080438,0.4776555317289689,Physics-informed NN
114,0.2969728497897877,0.203654664404252,0.46659091114997864,Physics-informed NN
115,0.28249141573905945,0.1826899586354985,0.4990072934066548,Physics-informed NN
116,0.2834823447115281,0.1843921984819805,0.4954506982775295,Physics-informed NN
117,0.28374488038175244,0.18486696131089153,0.4943896041196935,Physics-informed NN
118,0.2819970197537366,0.18153799719670238,0.5022951013901654,Physics-informed NN
119,0.28372374176979065,0.18613287455895366,0.4879543325480293,Physics-informed NN
120,0.2830179964794832,0.18339202640687718,0.49812984817168293,Physics-informed NN
121,0.28528700155370373,0.18443776842425852,0.5042461612645317,Physics-informed NN
122,0.2791704342645757,0.17982718962080338,0.4967162083177006,Physics-informed NN
123,0.2828890628674451,0.18462353857124553,0.4913276048267589,Physics-informed NN
124,0.2852921222939211,0.18472925792722142,0.5028143209569594,Physics-informed NN
125,0.28009576131315794,0.17985509949571946,0.50120329506257,Physics-informed NN
126,0.2834610062486985,0.18497757438351126,0.49241716020247517,Physics-informed NN
127,0.27739279059802785,0.18117976320140503,0.4810651049894445,Physics-informed NN
128,0.2879524862065035,0.18628574644818024,0.508333683013916,Physics-informed NN
129,0.29097691528937397,0.19050262298654108,0.5023714479278115,Physics-informed NN
130,0.2812383490450242,0.18080434729071224,0.5021700175369487,Physics-informed NN
131,0.27655916704851036,0.1783454865217209,0.49106841227587533,Physics-informed NN
132,0.2807787621722502,0.18223761460360358,0.49270571154706616,Physics-informed NN
133,0.2802468783715192,0.18143186323782978,0.49407504937228036,Physics-informed NN
134,0.2859528625712675,0.18758511280312257,0.4918387058903189,Physics-informed NN
135,0.28057240212664886,0.18285998789703145,0.48856208254309264,Physics-informed NN
136,0.2910792932790868,0.1903612658600597,0.5035901209887337,Physics-informed NN
137,0.27695129724109874,0.1775972711689332,0.49677010494119983,Physics-informed NN
138,0.28548131094259377,0.1887846466372995,0.48348332503262686,Physics-informed NN
