tag,true_label,cp_prediction,prediction_set,max_probability,final_decision,fault_evidence,slow_gate_open,transient_gate_open,max_E_bar,transient_score,split_seed
20260301_204447_w40_lp2_seed0_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp2_seed0_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w50_lp2_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w50_lp2_seed1_healthy_r1,healthy,healthy,healthy,0.9965624067808942,healthy,0,0,0,3.8767919188215485,-3.192241776158226,4
20260301_204447_w50_lp2_seed1_healthy_r2,healthy,healthy,healthy,1.0,healthy,0,0,0,3.9760277117565566,-3.139234768783161,4
20260301_204447_w50_lp2_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.9985714285714286,rs_drift,1,1,1,298.40700688307993,-0.39996438684741625,4
20260301_204447_w50_lp2_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1832.4853993939337,2.6029005140898436,4
20260301_204447_w50_lp2_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4683.514937121284,4.369810742809639,4
20260301_204447_w50_lp2_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7315.079750173983,5.229976496167001,4
20260301_204447_w50_lp2_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,16449.21950840072,6.807953231852492,4
20260301_204447_w50_lp2_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,29227.981804943538,7.931315737883741,4
20260301_204447_w50_lp2_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,65690.84892773743,9.510863925372073,4
20260301_204447_w50_lp2_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,116647.46601112495,10.624536017365072,4
20260301_204447_w50_lp2_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w50_lp2_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w50_lp2_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w50_lp2_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w50_lp2_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w50_lp2_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp1_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp1_seed1_healthy_r1,healthy,healthy,healthy,0.9965624067808942,healthy,0,0,0,3.8767919188215485,-3.192241776158226,4
20260301_204447_w60_lp1_seed1_healthy_r2,healthy,healthy,healthy,1.0,healthy,0,0,0,3.9760277117565574,-3.1392347687831608,4
20260301_204447_w60_lp1_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.9971428571428571,rs_drift,1,1,1,186.51108216222343,-1.1273930640216445,4
20260301_204447_w60_lp1_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1132.6059149524594,1.6755908393470167,4
20260301_204447_w60_lp1_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,2885.046999870849,3.4059583839367518,4
20260301_204447_w60_lp1_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4501.7353267600165,4.257070151835859,4
20260301_204447_w60_lp1_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10114.863061306318,5.826055969173652,4
20260301_204447_w60_lp1_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,17976.39762399811,6.9464237662027255,4
20260301_204447_w60_lp1_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,40463.35333266775,8.524109184015153,4
20260301_204447_w60_lp1_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,72008.9143603605,9.637269402813455,4
20260301_204447_w60_lp1_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp1_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp1_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp1_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp1_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp1_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w60_lp2_seed0_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.154183079584797,-3.1742521448269336,4
20260301_204447_w60_lp2_seed0_healthy_r1,healthy,healthy,healthy,0.9977479110037251,healthy,0,0,0,3.8002192413277216,-3.2526032732794823,4
20260301_204447_w60_lp2_seed0_healthy_r2,healthy,healthy,healthy,0.9989610389610389,healthy,0,0,0,3.8443413629066656,-3.238901444789734,4
20260301_204447_w60_lp2_seed0_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.9985714285714286,rs_drift,1,1,1,282.0040031201936,-0.16505027353868235,4
20260301_204447_w60_lp2_seed0_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1742.0800080339657,2.9799851093847405,4
20260301_204447_w60_lp2_seed0_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4455.780124151087,4.774769870290294,4
20260301_204447_w60_lp2_seed0_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,6959.8964951101825,5.641697434024037,4
20260301_204447_w60_lp2_seed0_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,15649.326990639205,7.2258539556849914,4
20260301_204447_w60_lp2_seed0_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,27803.19307022763,8.35060266581919,4
20260301_204447_w60_lp2_seed0_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,62474.76488794165,9.929510694587075,4
20260301_204447_w60_lp2_seed0_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,110917.1786838703,11.041352210715875,4
20260301_204447_w60_lp2_seed0_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.154183079584797,-3.1742521448269336,4
20260301_204447_w60_lp2_seed0_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.154183079584797,-3.1742521448269336,4
20260301_204447_w60_lp2_seed0_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.154183079584797,-3.1742521448269336,4
20260301_204447_w60_lp2_seed0_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.154183079584797,-3.1742521448269336,4
20260301_204447_w60_lp2_seed0_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.154183079584797,-3.1742521448269336,4
20260301_204447_w60_lp2_seed0_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.154183079584797,-3.1742521448269336,4
