tag,true_label,cp_prediction,prediction_set,max_probability,final_decision,fault_evidence,slow_gate_open,transient_gate_open,max_E_bar,transient_score,split_seed
20260301_204447_w60_lp2_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1739.6448087563667,2.982240442031032,2
20260301_204447_w60_lp2_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4445.396218434201,4.775741552787128,2
20260301_204447_w60_lp2_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,6942.8081375353795,5.642312046085237,2
20260301_204447_w60_lp2_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,15610.258563401052,7.2260545151477915,2
20260301_204447_w60_lp2_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,27734.45582635524,8.350624344312363,2
20260301_204447_w60_lp2_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,62321.71269643119,9.92937457631691,2
20260301_204447_w60_lp2_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,110643.20482623448,11.041147239520733,2
20260301_204447_w60_lp2_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7516596956086425,uncertain,0,0,0,3.9516771922600165,-3.1808071399751663,2
20260301_204447_w60_lp2_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7516596956086425,uncertain,0,0,0,3.9516771922600165,-3.1808071399751663,2
20260301_204447_w60_lp2_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7516596956086425,uncertain,0,0,0,3.9516771922600165,-3.1808071399751663,2
20260301_204447_w60_lp2_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7516596956086425,uncertain,0,0,0,3.9516771922600165,-3.1808071399751663,2
20260301_204447_w60_lp2_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7516596956086425,uncertain,0,0,0,3.9516771922600165,-3.1808071399751663,2
20260301_204447_w60_lp2_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7516596956086425,uncertain,0,0,0,3.9516771922600165,-3.1808071399751663,2
20260301_204447_w40_lp0_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.960587425933523,-3.1808071399751667,3
20260301_204447_w40_lp0_seed1_healthy_r1,healthy,healthy,healthy,0.9990109890109891,healthy,0,0,0,3.8793202653655356,-3.192241776158226,3
20260301_204447_w40_lp0_seed1_healthy_r2,healthy,healthy,healthy,0.9989115646258503,healthy,1,1,0,3.9779257839779003,-3.1392347687831608,3
20260301_204447_w40_lp0_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,293.25256398051016,-1.0067733648860364,3
20260301_204447_w40_lp0_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1795.8494435878126,1.6448996522438968,3
20260301_204447_w40_lp0_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4580.510167721978,3.323468199195799,3
20260301_204447_w40_lp0_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7152.2362727028785,4.15989969425418,3
20260301_204447_w40_lp0_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,16082.85619307835,5.713199149779089,3
20260301_204447_w40_lp0_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,28593.607201335883,6.827947723580978,3
20260301_204447_w40_lp0_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,64392.07331543739,8.402127283607848,3
20260301_204447_w40_lp0_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,114579.5629495825,9.514843855997244,3
20260301_204447_w40_lp0_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.960587425933523,-3.1808071399751667,3
20260301_204447_w40_lp0_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.960587425933523,-3.1808071399751667,3
20260301_204447_w40_lp0_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.960587425933523,-3.1808071399751667,3
20260301_204447_w40_lp0_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.960587425933523,-3.1808071399751667,3
20260301_204447_w40_lp0_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.960587425933523,-3.1808071399751667,3
20260301_204447_w40_lp0_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.960587425933523,-3.1808071399751667,3
20260301_204447_w50_lp1_seed0_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.174252144826933,3
20260301_204447_w50_lp1_seed0_healthy_r1,healthy,healthy,healthy,0.9985714285714286,healthy,0,0,0,3.802596003945644,-3.2526032732794823,3
20260301_204447_w50_lp1_seed0_healthy_r2,healthy,healthy,healthy,1.0,healthy,0,0,0,3.846522120928253,-3.238901444789734,3
20260301_204447_w50_lp1_seed0_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.9971428571428571,rs_drift,1,1,1,199.6202884474057,-1.3405507595157404,3
20260301_204447_w50_lp1_seed0_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1193.3509931957701,1.280916126063091,3
20260301_204447_w50_lp1_seed0_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,3027.2654866569655,2.9619111747807123,3
20260301_204447_w50_lp1_seed0_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4717.216894218862,3.799543265094348,3
20260301_204447_w50_lp1_seed0_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10597.15519345085,5.35452965944228,3
20260301_204447_w50_lp1_seed0_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,18847.225690666033,6.470173368573901,3
20260301_204447_w50_lp1_seed0_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,42454.585743447526,8.045350899332625,3
20260301_204447_w50_lp1_seed0_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,75572.05635764559,9.158578527811109,3
20260301_204447_w50_lp1_seed0_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.174252144826933,3
20260301_204447_w50_lp1_seed0_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.174252144826933,3
20260301_204447_w50_lp1_seed0_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.174252144826933,3
20260301_204447_w50_lp1_seed0_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.174252144826933,3
20260301_204447_w50_lp1_seed0_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.174252144826933,3
20260301_204447_w50_lp1_seed0_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.174252144826933,3
20260301_204447_w50_lp1_seed2_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7528478450315389,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,3
20260301_204447_w50_lp1_seed2_healthy_r1,healthy,healthy,healthy,1.0,healthy,0,0,0,3.931589478271732,-3.165275978776185,3
20260301_204447_w50_lp1_seed2_healthy_r2,healthy,healthy,healthy,1.0,healthy,0,0,0,3.9193680858208975,-3.1821261382094805,3
20260301_204447_w50_lp1_seed2_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,194.72147443370056,-1.3862355176986314,3
20260301_204447_w50_lp1_seed2_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1187.6258782911339,1.2559249556944452,3
20260301_204447_w50_lp1_seed2_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,3027.6113041953827,2.9463221465676925,3
20260301_204447_w50_lp1_seed2_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4725.36339028245,3.7872315707210173,3
20260301_204447_w50_lp1_seed2_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10620.773232956399,5.3464965276974095,3
20260301_204447_w50_lp1_seed2_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,18879.404613214116,6.464184372776394,3
20260301_204447_w50_lp1_seed2_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,42506.23814677174,8.041313986926832,3
20260301_204447_w50_lp1_seed2_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,75645.01733565782,9.155481174582793,3
20260301_204447_w50_lp1_seed2_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7528478450315389,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,3
20260301_204447_w50_lp1_seed2_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7528478450315389,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,3
20260301_204447_w50_lp1_seed2_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7528478450315389,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,3
20260301_204447_w50_lp1_seed2_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7528478450315389,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,3
20260301_204447_w50_lp1_seed2_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7528478450315389,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,3
20260301_204447_w50_lp1_seed2_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7528478450315389,uncertain,0,0,0,4.014442413869405,-3.2084691531199008,3
20260301_204447_w50_lp2_seed0_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.1742521448269336,3
20260301_204447_w50_lp2_seed0_healthy_r1,healthy,healthy,healthy,0.9985714285714286,healthy,0,0,0,3.8025960039456628,-3.2526032732794823,3
20260301_204447_w50_lp2_seed0_healthy_r2,healthy,healthy,healthy,1.0,healthy,0,0,0,3.846522120928253,-3.238901444789734,3
20260301_204447_w50_lp2_seed0_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,296.1028141154945,-0.40878686385376756,3
20260301_204447_w50_lp2_seed0_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1830.30113179569,2.601476264867715,3
20260301_204447_w50_lp2_seed0_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4681.880111466566,4.369643214853726,3
20260301_204447_w50_lp2_seed0_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7313.410998257777,5.2300917904140904,3
20260301_204447_w50_lp2_seed0_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,16445.95558506837,6.808326956676545,3
20260301_204447_w50_lp2_seed0_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,29221.48012719702,7.93176590274348,3
20260301_204447_w50_lp2_seed0_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,65674.91868200738,9.511352745248782,3
20260301_204447_w50_lp2_seed0_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,116621.48322894308,10.625027340285879,3
20260301_204447_w50_lp2_seed0_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.1742521448269336,3
20260301_204447_w50_lp2_seed0_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.1742521448269336,3
20260301_204447_w50_lp2_seed0_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.1742521448269336,3
20260301_204447_w50_lp2_seed0_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.1742521448269336,3
20260301_204447_w50_lp2_seed0_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.1742521448269336,3
20260301_204447_w50_lp2_seed0_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7496020025333796,uncertain,0,0,0,4.156414140692145,-3.1742521448269336,3
20260301_204447_w50_lp2_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w50_lp2_seed1_healthy_r1,healthy,healthy,healthy,0.9990109890109891,healthy,0,0,0,3.8793202653655356,-3.192241776158226,3
20260301_204447_w50_lp2_seed1_healthy_r2,healthy,healthy,healthy,0.9989115646258503,healthy,1,1,0,3.9779257839779683,-3.139234768783161,3
20260301_204447_w50_lp2_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,298.3217714462615,-0.39996438684741625,3
20260301_204447_w50_lp2_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1831.9461240259473,2.6029005140898436,3
20260301_204447_w50_lp2_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4682.1349334871475,4.369810742809639,3
20260301_204447_w50_lp2_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7312.9225556238525,5.229976496167001,3
20260301_204447_w50_lp2_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,16444.36413194925,6.807953231852492,3
20260301_204447_w50_lp2_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,29219.352344911364,7.931315737883741,3
20260301_204447_w50_lp2_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,65671.4515554958,9.510863925372073,3
20260301_204447_w50_lp2_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,116613.02277154468,10.624536017365072,3
20260301_204447_w50_lp2_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w50_lp2_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w50_lp2_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w50_lp2_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w50_lp2_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w50_lp2_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w60_lp2_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w60_lp2_seed1_healthy_r1,healthy,healthy,healthy,0.9990109890109891,healthy,0,0,0,3.8793202653655356,-3.1922417761582262,3
20260301_204447_w60_lp2_seed1_healthy_r2,healthy,healthy,healthy,0.9989115646258503,healthy,1,1,0,3.9779257839779683,-3.1392347687831608,3
20260301_204447_w60_lp2_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,284.1271909654423,-0.15643871102461493,3
20260301_204447_w60_lp2_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1743.3137926763186,2.982240442031032,3
20260301_204447_w60_lp2_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4454.771688192056,4.775741552787128,3
20260301_204447_w60_lp2_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,6957.449773260454,5.642312046085237,3
20260301_204447_w60_lp2_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,15643.1750671355,7.2260545151477915,3
20260301_204447_w60_lp2_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,27792.93724775893,8.350624344312363,3
20260301_204447_w60_lp2_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,62453.125413396025,9.92937457631691,3
20260301_204447_w60_lp2_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,110876.51139194489,11.041147239520733,3
20260301_204447_w60_lp2_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w60_lp2_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w60_lp2_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w60_lp2_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w60_lp2_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w60_lp2_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7596714998188081,uncertain,0,0,0,3.9605874259335105,-3.1808071399751663,3
20260301_204447_w40_lp1_seed0_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp1_seed0_healthy_r1,healthy,healthy,healthy,0.9977479110037251,healthy,0,0,0,3.8002192413277007,-3.2526032732794823,4
20260301_204447_w40_lp1_seed0_healthy_r2,healthy,healthy,healthy,0.9989610389610389,healthy,0,0,0,3.8443413629066656,-3.238901444789735,4
20260301_204447_w40_lp1_seed0_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.9885714285714285,rs_drift,1,1,1,208.98094695209855,-1.5480758034099065,4
20260301_204447_w40_lp1_seed0_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1251.0071880466646,0.8271805605381327,4
20260301_204447_w40_lp1_seed0_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,3174.422426049133,2.4217500569639308,4
20260301_204447_w40_lp1_seed0_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4946.990143537716,3.233739397487601,4
20260301_204447_w40_lp1_seed0_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,11126.961952991815,4.760823344682734,4
20260301_204447_w40_lp1_seed0_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,19790.545338213808,5.866439978659241,4
20260301_204447_w40_lp1_seed0_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,44583.663463553254,7.435369741550668,4
20260301_204447_w40_lp1_seed0_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,79368.94929944402,8.54756726616195,4
20260301_204447_w40_lp1_seed0_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp1_seed0_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp1_seed0_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp1_seed0_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp1_seed0_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp1_seed0_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp1_seed1_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w40_lp1_seed1_healthy_r1,healthy,healthy,healthy,0.9965624067808942,healthy,0,0,0,3.876791918821549,-3.1922417761582262,4
20260301_204447_w40_lp1_seed1_healthy_r2,healthy,healthy,healthy,1.0,healthy,0,0,0,3.9760277117565566,-3.1392347687831608,4
20260301_204447_w40_lp1_seed1_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.9928571428571429,rs_drift,1,1,1,204.8650662686295,-1.5421069210784075,4
20260301_204447_w40_lp1_seed1_rs_drift_p05,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1246.961741358867,0.8256969330644669,4
20260301_204447_w40_lp1_seed1_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,3177.536103021369,2.4185202477277765,4
20260301_204447_w40_lp1_seed1_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4958.749139118444,3.2303384642618456,4
20260301_204447_w40_lp1_seed1_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,11143.85667670428,4.7576763674886715,4
20260301_204447_w40_lp1_seed1_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,19807.712437800812,5.86365293790407,4
20260301_204447_w40_lp1_seed1_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,44602.91869620068,7.433106753169493,4
20260301_204447_w40_lp1_seed1_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,79389.08958667735,8.54563122222547,4
20260301_204447_w40_lp1_seed1_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w40_lp1_seed1_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w40_lp1_seed1_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w40_lp1_seed1_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w40_lp1_seed1_ld_mismatch_p10,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w40_lp1_seed1_ld_mismatch_p20,ld_mismatch,ld_mismatch,ld_mismatch,0.7557958701253366,uncertain,0,0,0,3.9586955270993305,-3.1808071399751663,4
20260301_204447_w40_lp2_seed0_healthy_r0,healthy,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp2_seed0_healthy_r1,healthy,healthy,healthy,0.9977479110037251,healthy,0,0,0,3.8002192413277216,-3.2526032732794823,4
20260301_204447_w40_lp2_seed0_healthy_r2,healthy,healthy,healthy,0.9989610389610389,healthy,0,0,0,3.8443413629066656,-3.238901444789734,4
20260301_204447_w40_lp2_seed0_rs_drift_p02,rs_drift,rs_drift,rs_drift,0.9971428571428571,rs_drift,1,1,1,310.5134313079098,-0.6702516800951168,4
20260301_204447_w40_lp2_seed0_rs_drift_p05,rs_drift,rs_drift,rs_drift,0.9985714285714286,rs_drift,1,1,1,1920.516610235256,2.1363230479842787,4
20260301_204447_w40_lp2_seed0_rs_drift_p08,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4913.141200572198,3.8549800569544783,4
20260301_204447_w40_lp2_seed0_rs_drift_p10,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,7675.044215060723,4.702597629150008,4
20260301_204447_w40_lp2_seed0_rs_drift_p15,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,17261.15333276133,6.268359717997827,4
20260301_204447_w40_lp2_seed0_rs_drift_p20,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,30673.31681377195,7.388361268971414,4
20260301_204447_w40_lp2_seed0_rs_drift_p30,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,68953.02044252069,8.967685335042031,4
20260301_204447_w40_lp2_seed0_rs_drift_p40,rs_drift,rs_drift,rs_drift,1.0,rs_drift,1,1,1,122468.82023939143,10.083479672034377,4
20260301_204447_w40_lp2_seed0_ld_mismatch_m20,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp2_seed0_ld_mismatch_m10,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp2_seed0_ld_mismatch_m05,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
20260301_204447_w40_lp2_seed0_ld_mismatch_p05,ld_mismatch,ld_mismatch,ld_mismatch,0.7559096778102641,uncertain,0,0,0,4.1541830795849615,-3.1742521448269336,4
