Threshold,Coverage,Avg Set Size,False Alarm Rate,Healthy Uncertain Rate,Healthy Correct Rate,Hard Fault Detection Rate,Wrong Fault-Class Rate,Missed Detection Rate,Uncertain Fault Rate,Overall Uncertain Rate,Accepted Accuracy,Accepted Macro-F1,Safe Decision Rate
0.7,0.9411764705882353,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.9076923076923077,0.9411764705882353
0.75,0.9411764705882353,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.9076923076923077,0.9411764705882353
0.8,0.9411764705882353,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.0,0.0,0.42857142857142855,0.4117647058823529,1.0,0.6666666666666666,1.0
0.85,0.9411764705882353,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.0,0.0,0.42857142857142855,0.4117647058823529,1.0,0.6666666666666666,1.0
0.9,0.9411764705882353,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.0,0.0,0.42857142857142855,0.4117647058823529,1.0,0.6666666666666666,1.0
0.95,0.9411764705882353,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.0,0.0,0.42857142857142855,0.4117647058823529,1.0,0.6666666666666666,1.0
