tag,fault_type,severity,omega_step,load_profile,seed,speed_error_rms,speed_error_mean_abs,speed_error_max_abs,residual_energy_mean,current_residual_energy_mean,r_id_rms,r_iq_rms,r_omega_rms,control_effort_rms,control_effort_mean,pi_effort_rms,pi_effort_mean
20260301_204447_w40_lp1_seed2_rs_drift_p10,rs_drift,0.1,40.0,1,2,6.636430780713566,6.461185607684479,7.802218843602397,0.3437298950261528,0.0021312265496774632,0.021635497926967458,0.040781512712620774,0.5844644287520631,8.117459605798766,8.115317928882375,1.4108355983426701,1.4003851898515653
20260301_204447_w40_lp1_seed2_rs_drift_p15,rs_drift,0.15,40.0,1,2,6.654248223496189,6.4810827751944515,7.820551039041803,0.7734483524304591,0.004521715558589757,0.030388496508716445,0.059985455224824985,0.876884620045231,8.17666192140757,8.174654130275016,1.475013824945221,1.4637591222286834
20260301_204447_w40_lp1_seed2_rs_drift_p20,rs_drift,0.2,40.0,1,2,6.672221332076363,6.501025318197905,7.839059759431741,1.3754842702714054,0.007839715636781677,0.039514746754018004,0.07923572695285568,1.169463361817985,8.235891732727541,8.233997119511034,1.5392439372238849,1.5271480497741927
20260301_204447_w40_lp1_seed2_rs_drift_p30,rs_drift,0.3,40.0,1,2,6.708631254832018,6.541048041876436,7.8766210100367005,3.0974568193231313,0.01719920263070728,0.058220000672474424,0.11751439976617487,1.7550662713106946,8.354435350538198,8.352703382317587,1.6678590378876503,1.6539712099504569
20260301_204447_w40_lp1_seed2_rs_drift_p40,rs_drift,0.4,40.0,1,2,6.745654015251539,6.581256832572423,7.914931806536231,5.511543204942468,0.030102943246145854,0.0772160394290255,0.1553725410136586,2.3412475865863316,8.473093477346282,8.47143655322407,1.796680371137556,1.7808552979409638
20260301_204447_w40_lp1_seed2_ld_mismatch_m20,ld_mismatch,-0.2,40.0,1,2,6.601266226933333,6.421525907453941,7.768122591149407,0.00029835510211658107,0.000199829122158361,0.01005909396710436,0.009931956036920707,0.009926025385733209,7.9991359684336665,7.9966659674547165,1.2826365418643484,1.2736819850221335
20260301_204447_w40_lp1_seed2_ld_mismatch_m10,ld_mismatch,-0.1,40.0,1,2,6.601266226933333,6.421525907453941,7.768122591149407,0.00029835510211658107,0.000199829122158361,0.01005909396710436,0.009931956036920707,0.009926025385733209,7.9991359684336665,7.9966659674547165,1.2826365418643484,1.2736819850221335
20260301_204447_w40_lp1_seed2_ld_mismatch_m05,ld_mismatch,-0.05,40.0,1,2,6.601266226933333,6.421525907453941,7.768122591149407,0.00029835510211658107,0.000199829122158361,0.01005909396710436,0.009931956036920707,0.009926025385733209,7.9991359684336665,7.9966659674547165,1.2826365418643484,1.2736819850221335
20260301_204447_w40_lp1_seed2_ld_mismatch_p05,ld_mismatch,0.05,40.0,1,2,6.601266226933333,6.421525907453941,7.768122591149407,0.00029835510211658107,0.000199829122158361,0.01005909396710436,0.009931956036920707,0.009926025385733209,7.9991359684336665,7.9966659674547165,1.2826365418643484,1.2736819850221335
20260301_204447_w40_lp1_seed2_ld_mismatch_p10,ld_mismatch,0.1,40.0,1,2,6.601266226933333,6.421525907453941,7.768122591149407,0.00029835510211658107,0.000199829122158361,0.01005909396710436,0.009931956036920707,0.009926025385733209,7.9991359684336665,7.9966659674547165,1.2826365418643484,1.2736819850221335
20260301_204447_w40_lp1_seed2_ld_mismatch_p20,ld_mismatch,0.2,40.0,1,2,6.601266226933333,6.421525907453941,7.768122591149407,0.00029835510211658107,0.000199829122158361,0.01005909396710436,0.009931956036920707,0.009926025385733209,7.9991359684336665,7.9966659674547165,1.2826365418643484,1.2736819850221335
20260301_204447_w40_lp2_seed0_healthy_r0,healthy,0.0,40.0,2,0,6.130096139847154,4.877855934237636,11.71815225639671,0.0003008730502448725,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960304,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_healthy_r1,healthy,0.0,40.0,2,0,6.12973040747907,4.877495969464966,11.73233572435516,0.0002965575254785891,0.0001967873941612732,0.00983892623643379,0.009999146197315447,0.009988499953312104,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_healthy_r2,healthy,0.0,40.0,2,0,6.129852601853502,4.877642959626153,11.725490600796935,0.0002959159515392782,0.00019559356834200975,0.009869420889431523,0.009908990849186533,0.010016106189396575,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_rs_drift_p02,rs_drift,0.02,40.0,2,0,6.135701412292265,4.884977266602992,11.72029233479627,0.017565890437637007,0.00036583918010675933,0.011180563845444188,0.015518832823531078,0.13114896590339647,8.6077635369851,8.585706104348109,1.4972801578794739,1.48153780120134
20260301_204447_w40_lp2_seed0_rs_drift_p05,rs_drift,0.05,40.0,2,0,6.144109523444692,4.895650615860341,11.72349691604439,0.10805627100647466,0.001234498120263889,0.016005285146244375,0.031278250712776415,0.3268360030446627,8.647924761506637,8.626314747462061,1.5409274752154405,1.524853278239322
20260301_204447_w40_lp2_seed0_rs_drift_p08,rs_drift,0.08,40.0,2,0,6.152517599913031,4.9063186646633286,11.72669456604078,0.2760257397652842,0.0028370288331537223,0.022378386451270212,0.04833463202499144,0.5226745745988899,8.688096713323748,8.666919440068312,1.584579251978936,1.5681655222508055
20260301_204447_w40_lp2_seed0_rs_drift_p10,rs_drift,0.1,40.0,2,0,6.158122816027006,4.913434071308615,11.728822318541958,0.431031524857009,0.004306544804389595,0.02696340622850123,0.05982908597786211,0.6532419001048689,8.714883898633593,8.693987036881142,1.6136826708717102,1.5970385631480524
20260301_204447_w40_lp2_seed0_rs_drift_p15,rs_drift,0.15,40.0,2,0,6.172134645891818,4.931214304185894,11.734126913858557,0.9690604926805904,0.009357072570548495,0.038912660835363835,0.08856002143891134,0.9796445376308908,8.781872143359886,8.761648322302165,1.6864481656208425,1.6692149413676285
20260301_204447_w40_lp2_seed0_rs_drift_p20,rs_drift,0.2,40.0,2,0,6.186143738913427,4.948994651317158,11.739409081551734,1.721979849270068,0.01632989922037968,0.05117566479609695,0.11709376820760874,1.3060053407431718,8.848888857256153,8.829298581774637,1.759222400911174,1.7413824929724833
20260301_204447_w40_lp2_seed0_rs_drift_p30,rs_drift,0.3,40.0,2,0,6.214149096476119,4.9845267262458215,11.749899294066928,3.8718491916931983,0.03583582781543155,0.0760712420425909,0.17334645640891855,1.9585743192122598,8.983005383872335,8.964565977924495,1.9047929471180327,1.8856914709018056
20260301_204447_w40_lp2_seed0_rs_drift_p40,rs_drift,0.4,40.0,2,0,6.242130599331815,5.019991306469215,11.760278555576335,6.879382175593212,0.06244249002129005,0.10120700826833087,0.22847238673122855,2.6109269782151934,9.117229290782474,9.099789218303155,2.0503889758807192,2.0299662790700896
20260301_204447_w40_lp2_seed0_ld_mismatch_m20,ld_mismatch,-0.2,40.0,2,0,6.130096139847154,4.877855934237636,11.71815225639671,0.0003008730502448725,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960304,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_ld_mismatch_m10,ld_mismatch,-0.1,40.0,2,0,6.130096139847154,4.877855934237636,11.71815225639671,0.0003008730502448725,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960304,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_ld_mismatch_m05,ld_mismatch,-0.05,40.0,2,0,6.130096139847154,4.877855934237636,11.71815225639671,0.0003008730502448725,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960304,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_ld_mismatch_p05,ld_mismatch,0.05,40.0,2,0,6.130096139847154,4.877855934237636,11.71815225639671,0.0003008730502448725,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960304,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_ld_mismatch_p10,ld_mismatch,0.1,40.0,2,0,6.130096139847154,4.877855934237636,11.71815225639671,0.0003008730502448725,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960304,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed0_ld_mismatch_p20,ld_mismatch,0.2,40.0,2,0,6.130096139847154,4.877855934237636,11.71815225639671,0.0003008730502448725,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960304,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_healthy_r0,healthy,0.0,40.0,2,1,6.1297494651866105,4.877556088252026,11.718064848223943,0.0003024438976010221,0.00020119147186952043,0.010068445284592773,0.009990889921357455,0.010062426433594519,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_healthy_r1,healthy,0.0,40.0,2,1,6.129751759498672,4.877516615120334,11.72459782725975,0.00029918837596215305,0.0001994740603445572,0.010056144627987929,0.009917056799552312,0.009985705564335244,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_healthy_r2,healthy,0.0,40.0,2,1,6.129867493672393,4.877612538224816,11.718775333714198,0.00030269693574118357,0.0002002875816315389,0.009952731689825084,0.010061347501298742,0.010119750694046008,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_rs_drift_p02,rs_drift,0.02,40.0,2,1,6.1353544369695205,4.884670872675533,11.720204096548787,0.017525350894449714,0.0003674644411887033,0.011250065877494072,0.015520968363499322,0.13098811569474925,8.6077635369851,8.585706104348109,1.4972801578794739,1.48153780120134
20260301_204447_w40_lp2_seed1_rs_drift_p05,rs_drift,0.05,40.0,2,1,6.14376210381122,4.895344514762078,11.72340743986032,0.10795274956602348,0.0012385189582365761,0.016084475633122364,0.03130189454081125,0.32667144137158194,8.647924761506637,8.626314747462061,1.5409274752154405,1.524853278239322
20260301_204447_w40_lp2_seed1_rs_drift_p08,rs_drift,0.08,40.0,2,1,6.152169743938089,4.90601175761025,11.726603860702468,0.2758594573363921,0.002843329387163981,0.02245639770595103,0.04836361844647418,0.5225094524974914,8.688096713323748,8.666919440068312,1.584579251978936,1.5681655222508055
20260301_204447_w40_lp2_seed1_rs_drift_p10,rs_drift,0.1,40.0,2,1,6.157774673557058,4.9131267438541775,11.7287307987433,0.43082352480771385,0.0043143020203687005,0.027039723770928382,0.059859463401876485,0.6530767357572502,8.714883898633593,8.693987036881142,1.6136826708717102,1.5970385631480524
20260301_204447_w40_lp2_seed1_rs_drift_p15,rs_drift,0.15,40.0,2,1,6.171785802457592,4.93090735851619,11.734033375754663,0.9687486307896918,0.009368255993331864,0.03898499321195404,0.08859134437175993,0.979479644911705,8.781872143359886,8.761648322302165,1.6864481656208425,1.6692149413676285
20260301_204447_w40_lp2_seed1_rs_drift_p20,rs_drift,0.2,40.0,2,1,6.1857942161185715,4.948669295062183,11.739313551386736,1.7215647460217718,0.01634421100660059,0.05124484205707735,0.117124622386353,1.3058409302113223,8.848888857256153,8.829298581774637,1.759222400911174,1.7413824929724833
20260301_204447_w40_lp2_seed1_rs_drift_p30,rs_drift,0.3,40.0,2,1,6.213798278689328,4.984175972874346,11.74979986234056,3.8712294842141977,0.035855554519678506,0.07613573740941264,0.17337503859784278,1.9584110727052477,8.983005383872335,8.964565977924495,1.9047929471180327,1.8856914709018056
20260301_204447_w40_lp2_seed1_rs_drift_p40,rs_drift,0.4,40.0,2,1,6.241778569734324,5.019643210653554,11.760175338866713,6.878560399284569,0.062466598034885114,0.10126800284448195,0.2284981173549907,2.6107649839174885,9.117229290782474,9.099789218303155,2.0503889758807192,2.0299662790700896
20260301_204447_w40_lp2_seed1_ld_mismatch_m20,ld_mismatch,-0.2,40.0,2,1,6.1297494651866105,4.877556088252026,11.718064848223943,0.0003024438976010221,0.00020119147186952043,0.010068445284592773,0.009990889921357455,0.010062426433594519,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_ld_mismatch_m10,ld_mismatch,-0.1,40.0,2,1,6.1297494651866105,4.877556088252026,11.718064848223943,0.0003024438976010221,0.00020119147186952043,0.010068445284592773,0.009990889921357455,0.010062426433594519,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_ld_mismatch_m05,ld_mismatch,-0.05,40.0,2,1,6.1297494651866105,4.877556088252026,11.718064848223943,0.0003024438976010221,0.00020119147186952043,0.010068445284592773,0.009990889921357455,0.010062426433594519,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_ld_mismatch_p05,ld_mismatch,0.05,40.0,2,1,6.1297494651866105,4.877556088252026,11.718064848223943,0.0003024438976010221,0.00020119147186952043,0.010068445284592773,0.009990889921357455,0.010062426433594519,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_ld_mismatch_p10,ld_mismatch,0.1,40.0,2,1,6.1297494651866105,4.877556088252026,11.718064848223943,0.0003024438976010221,0.00020119147186952043,0.010068445284592773,0.009990889921357455,0.010062426433594519,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed1_ld_mismatch_p20,ld_mismatch,0.2,40.0,2,1,6.1297494651866105,4.877556088252026,11.718064848223943,0.0003024438976010221,0.00020119147186952043,0.010068445284592773,0.009990889921357455,0.010062426433594519,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_healthy_r0,healthy,0.0,40.0,2,2,6.129752897968911,4.877536971206218,11.721749335123057,0.00029835510211658107,0.00019982912215836098,0.01005909396710436,0.009931956036920707,0.009926025385733209,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_healthy_r1,healthy,0.0,40.0,2,2,6.129887329470231,4.877627899318598,11.722922302857768,0.00029855877769950054,0.00019887984432799156,0.009989484164300731,0.009954398548339146,0.009983933762375878,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_healthy_r2,healthy,0.0,40.0,2,2,6.130081374124082,4.877873919576928,11.71990812289329,0.0003017731992199886,0.00020108888049163434,0.010051899093753982,0.010002409964634636,0.010034157599338085,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_rs_drift_p02,rs_drift,0.02,40.0,2,2,6.135357960044799,4.884650808554862,11.723887752975223,0.017503451427651015,0.0003669440775852597,0.011311825243646633,0.015459194262394739,0.1309064832239632,8.6077635369851,8.585706104348109,1.4972801578794739,1.48153780120134
20260301_204447_w40_lp2_seed2_rs_drift_p05,rs_drift,0.05,40.0,2,2,6.143765759714342,4.895321626395122,11.727089857748481,0.10790409976523452,0.0012392913573935043,0.016201713185963102,0.03125373333272832,0.326595787492492,8.647924761506637,8.626314747462061,1.5409274752154405,1.524853278239322
20260301_204447_w40_lp2_seed2_rs_drift_p08,rs_drift,0.08,40.0,2,2,6.152173529609408,4.905994671312318,11.730285048828922,0.27578401756894944,0.0028454309924864215,0.022594032390511724,0.048321224041024964,0.5224352462999248,8.688096713323748,8.666919440068312,1.584579251978936,1.5681655222508055
20260301_204447_w40_lp2_seed2_rs_drift_p10,rs_drift,0.1,40.0,2,2,6.157778544080512,4.913111651476916,11.732411172001193,0.4307302037957459,0.004317310304829617,0.02718401594170489,0.05981922418512924,0.6530029812266681,8.714883898633593,8.693987036881142,1.6136826708717102,1.5970385631480524
20260301_204447_w40_lp2_seed2_rs_drift_p15,rs_drift,0.15,40.0,2,2,6.171789879467618,4.930889601293169,11.737711729675333,0.9686105349156351,0.009373603668282656,0.039137706824905125,0.08855418438882734,0.9794064178099673,8.781872143359886,8.761648322302165,1.6864481656208425,1.6692149413676285
20260301_204447_w40_lp2_seed2_rs_drift_p20,rs_drift,0.2,40.0,2,2,6.185798491822842,4.948653622321166,11.742989912197679,1.721381776298946,0.016352002406439515,0.051401745505734446,0.11708912402697026,1.305767886682969,8.848888857256153,8.829298581774637,1.759222400911174,1.7413824929724833
20260301_204447_w40_lp2_seed2_rs_drift_p30,rs_drift,0.3,40.0,2,2,6.21380292965615,4.9841568661829445,11.75347231944189,3.8709564804662486,0.03586854331055813,0.0762975544676522,0.17334135828709138,1.9583380548709384,8.983005383872335,8.964565977924495,1.9047929471180327,1.8856914709018056
20260301_204447_w40_lp2_seed2_rs_drift_p40,rs_drift,0.4,40.0,2,2,6.241783568341066,5.01963247205466,11.763844008767041,6.878196984280401,0.06248518226268479,0.10143332042888346,0.22846545421454037,2.6106918244055,9.117229290782474,9.099789218303155,2.0503889758807192,2.0299662790700896
20260301_204447_w40_lp2_seed2_ld_mismatch_m20,ld_mismatch,-0.2,40.0,2,2,6.129752897968911,4.877536971206218,11.721749335123057,0.00029835510211658107,0.00019982912215836098,0.01005909396710436,0.009931956036920707,0.009926025385733209,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_ld_mismatch_m10,ld_mismatch,-0.1,40.0,2,2,6.129752897968911,4.877536971206218,11.721749335123057,0.00029835510211658107,0.00019982912215836098,0.01005909396710436,0.009931956036920707,0.009926025385733209,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_ld_mismatch_m05,ld_mismatch,-0.05,40.0,2,2,6.129752897968911,4.877536971206218,11.721749335123057,0.00029835510211658107,0.00019982912215836098,0.01005909396710436,0.009931956036920707,0.009926025385733209,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_ld_mismatch_p05,ld_mismatch,0.05,40.0,2,2,6.129752897968911,4.877536971206218,11.721749335123057,0.00029835510211658107,0.00019982912215836098,0.01005909396710436,0.009931956036920707,0.009926025385733209,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_ld_mismatch_p10,ld_mismatch,0.1,40.0,2,2,6.129752897968911,4.877536971206218,11.721749335123057,0.00029835510211658107,0.00019982912215836098,0.01005909396710436,0.009931956036920707,0.009926025385733209,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w40_lp2_seed2_ld_mismatch_p20,ld_mismatch,0.2,40.0,2,2,6.129752897968911,4.877536971206218,11.721749335123057,0.00029835510211658107,0.00019982912215836098,0.01005909396710436,0.009931956036920707,0.009926025385733209,8.580995425697532,8.558631484905147,1.4681847062669136,1.4526590130286043
20260301_204447_w50_lp0_seed0_healthy_r0,healthy,0.0,50.0,0,0,5.232201910057221,4.591787512770291,7.2512592088312005,0.00030087305024487234,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960297,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_healthy_r1,healthy,0.0,50.0,0,0,5.23202040573335,4.5915680463493835,7.245327915277727,0.0002965575254785894,0.00019678739416127317,0.00983892623643379,0.009999146197315449,0.009988499953312116,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_healthy_r2,healthy,0.0,50.0,0,0,5.232061615191341,4.591638432153084,7.252366134644433,0.00029591595153927815,0.00019559356834200975,0.009869420889431523,0.009908990849186533,0.010016106189396573,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_rs_drift_p02,rs_drift,0.02,50.0,0,0,5.236316446711336,4.598111788414176,7.251402952074443,0.018166881384356036,0.00033702808121685075,0.01145267510234914,0.01434797247756222,0.1335284737542491,10.617577438007089,10.61168675137187,1.5150943252594868,1.5047794742317335
20260301_204447_w50_lp0_seed0_rs_drift_p05,rs_drift,0.05,50.0,0,0,5.242538511493554,4.607696316308903,7.251621995009103,0.11183457825007763,0.0010535349680303088,0.017158761975538464,0.027551984601787295,0.33283786335398696,10.65869529872579,10.653034220143264,1.5595536577636167,1.548935670885981
20260301_204447_w50_lp0_seed0_rs_drift_p08,rs_drift,0.08,50.0,0,0,5.248821280544239,4.617424481521687,7.251845271007809,0.28575311256679314,0.0023754633670035516,0.024458774015459876,0.0421572264346721,0.5323322733028588,10.699822793046728,10.694383080000701,1.604029433732048,1.5930959280334887
20260301_204447_w50_lp0_seed0_rs_drift_p10,rs_drift,0.1,50.0,0,0,5.253043737081743,4.623982158401379,7.251996540851984,0.44628746313542433,0.003587788954403635,0.02964443804191408,0.052048018671057523,0.66535680216033,10.727246458652461,10.721949753260377,1.6336889163164652,1.6225383627400818
20260301_204447_w50_lp0_seed0_rs_drift_p15,rs_drift,0.15,50.0,0,0,5.263719645330091,4.640616446082125,7.252383484502779,1.0037059028955606,0.007755215464338366,0.04304759173735324,0.07682525828106614,0.997973289938775,10.795824239260067,10.790869093890576,1.707868415618157,1.6961524034076858
20260301_204447_w50_lp0_seed0_rs_drift_p20,rs_drift,0.2,50.0,0,0,5.274568304009168,4.657628809497922,7.252783486567189,1.78413932097346,0.013510789044979455,0.05671961469288403,0.10145774664396125,1.3306496653621795,10.864428531339941,10.85979218807585,1.782091157781117,1.769777862112132
20260301_204447_w50_lp0_seed0_rs_drift_p30,rs_drift,0.3,50.0,0,0,5.296792122618961,4.692885572873216,7.253625426152979,4.014261638558722,0.029622932375489807,0.08434879884990412,0.15002737252937617,1.9961559824280348,11.001716353822195,10.997649432561035,1.9306640850904566,1.9170633078744923
20260301_204447_w50_lp0_seed0_rs_drift_p40,rs_drift,0.4,50.0,0,0,5.319731519141038,4.7298477873375155,7.255336765429874,7.137096434002007,0.05162653878362653,0.11213712120483336,0.19761529503436479,2.6618545969339467,11.139109577404154,11.135521094410288,2.0794054962968245,2.06439524238396
20260301_204447_w50_lp0_seed0_ld_mismatch_m20,ld_mismatch,-0.2,50.0,0,0,5.232201910057221,4.591787512770291,7.2512592088312005,0.00030087305024487234,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960297,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_ld_mismatch_m10,ld_mismatch,-0.1,50.0,0,0,5.232201910057221,4.591787512770291,7.2512592088312005,0.00030087305024487234,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960297,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_ld_mismatch_m05,ld_mismatch,-0.05,50.0,0,0,5.232201910057221,4.591787512770291,7.2512592088312005,0.00030087305024487234,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960297,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_ld_mismatch_p05,ld_mismatch,0.05,50.0,0,0,5.232201910057221,4.591787512770291,7.2512592088312005,0.00030087305024487234,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960297,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_ld_mismatch_p10,ld_mismatch,0.1,50.0,0,0,5.232201910057221,4.591787512770291,7.2512592088312005,0.00030087305024487234,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960297,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed0_ld_mismatch_p20,ld_mismatch,0.2,50.0,0,0,5.232201910057221,4.591787512770291,7.2512592088312005,0.00030087305024487234,0.00020122879765109385,0.01002418497133003,0.01003715663480724,0.009982196781960297,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed1_healthy_r0,healthy,0.0,50.0,0,1,5.232036787523744,4.591578462700137,7.252852307431034,0.000302443897601022,0.00020119147186952038,0.010068445284592773,0.009990889921357453,0.010062426433594512,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed1_healthy_r1,healthy,0.0,50.0,0,1,5.231992628105324,4.591485878825135,7.248670433452972,0.0002991883759621531,0.0001994740603445572,0.010056144627987929,0.009917056799552312,0.009985705564335248,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed1_healthy_r2,healthy,0.0,50.0,0,1,5.232085034548556,4.591690407946142,7.245434506320301,0.00030269693574118373,0.0002002875816315389,0.009952731689825084,0.01006134750129874,0.010119750694046019,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed1_rs_drift_p02,rs_drift,0.02,50.0,0,1,5.236150933155728,4.597903721118778,7.252981975111517,0.018131378877849713,0.00033900322269405937,0.011521354112214265,0.014361811240753124,0.13338806414052065,10.617577438007089,10.61168675137187,1.5150943252594868,1.5047794742317335
20260301_204447_w50_lp0_seed1_rs_drift_p05,rs_drift,0.05,50.0,0,1,5.242372419867348,4.607501902992317,7.253179841830722,0.11174354888084208,0.0010584170298208993,0.01723366503211238,0.02759380037946651,0.33269375084455854,10.65869529872579,10.653034220143264,1.5595536577636167,1.548935670885981
20260301_204447_w50_lp0_seed1_rs_drift_p08,rs_drift,0.08,50.0,0,1,5.248654620959566,4.617223333208784,7.2533818656244335,0.2856066562763958,0.0023831205881353905,0.024530914338053614,0.0422060994392335,0.5321875004998337,10.699822793046728,10.694383080000701,1.604029433732048,1.5930959280334887
20260301_204447_w50_lp0_seed1_rs_drift_p10,rs_drift,0.1,50.0,0,1,5.25287670445126,4.623780036149607,7.2535189248102725,0.4461041112183074,0.0035972244459052866,0.02971437089992568,0.05209875821866522,0.6652119111774849,10.727246458652461,10.721949753260377,1.6336889163164652,1.6225383627400818
20260301_204447_w50_lp0_seed1_rs_drift_p15,rs_drift,0.15,50.0,0,1,5.263551699549268,4.640421776548253,7.253870191636139,1.0034305075439496,0.007768851391728545,0.04311282537134507,0.07687740682559766,0.9978284703055034,10.795824239260067,10.790869093890576,1.707868415618157,1.6961524034076858
20260301_204447_w50_lp0_seed1_rs_drift_p20,rs_drift,0.2,50.0,0,1,5.274399472685661,4.657449886204245,7.254234299978172,1.783772163569754,0.013528286007729508,0.05678120348592234,0.10150951156625566,1.3305051212084924,10.864428531339941,10.85979218807585,1.782091157781117,1.769777862112132
20260301_204447_w50_lp0_seed1_rs_drift_p30,rs_drift,0.3,50.0,0,1,5.296621602005222,4.692708532068726,7.2550037893691055,4.0137118134654415,0.02964718963263637,0.08440482401120285,0.15007669811224605,1.9960121802816748,11.001716353822195,10.997649432561035,1.9306640850904566,1.9170633078744923
20260301_204447_w50_lp0_seed1_rs_drift_p40,rs_drift,0.4,50.0,0,1,5.3195594165290725,4.7296463084195315,7.255833138744293,7.136365108063549,0.05165637001594151,0.11218877925761447,0.19766144749198758,2.66171161812237,11.139109577404154,11.135521094410288,2.0794054962968245,2.06439524238396
20260301_204447_w50_lp0_seed1_ld_mismatch_m20,ld_mismatch,-0.2,50.0,0,1,5.232036787523744,4.591578462700137,7.252852307431034,0.000302443897601022,0.00020119147186952038,0.010068445284592773,0.009990889921357453,0.010062426433594512,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
20260301_204447_w50_lp0_seed1_ld_mismatch_m10,ld_mismatch,-0.1,50.0,0,1,5.232036787523744,4.591578462700137,7.252852307431034,0.000302443897601022,0.00020119147186952038,0.010068445284592773,0.009990889921357453,0.010062426433594512,10.590170900711733,10.584122551334888,1.4854641083153466,1.4753442581578657
